image,prompt,path
0148.png,"there is a woman laying in bed with a sheet covering her face, inspired by Mike Winkelmann, sharp. volumetric lighting, portrait of an ai astronaut, future inflatable jacket, jason chan and gilles beloeil, anamorphic, 64 bit realistic painting, by Kieran Yanner, cinematic still frame, moody misty fantasy art, by Nicholas Marsicano","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0199.png,"there is a person laying in bed with a mask on, cgsociety 4k”, flares anamorphic, interior of a tent, by Prince Hoare, still from a music video, ultradetailed digital painting, (mist), 2 0 2 1 award winning painting, capsule hotel, kai fine art, owen gent, radiosity rendering, by Abraham Begeyn","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0134.png,"there is a person laying in bed with a sheet covering them, stunning sci-fi concept art, featured on vimeo, future inflatable jacket, high detail airplane cabin, rendered lighting, anamorphic 24 mm lens, by Sophie Pemberton, screenshot from a movie, claustrophobia, by Amir Zand, cozy bed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0223.png,"there is a person laying in bed with a white sheet, cgsociety 4k”, flares anamorphic, claustrophobic and futuristic, bed, matte drawing. masterpiece, still frame from a movie, bloom lighting, volumetric mist, 64 bit realistic painting, by Joseph Delaney, animatic, anamorphic","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0025.png,"there is a person laying in bed with a blanket on it, shot on anamorphic lenses, wlop : : 5, zero gravity, morning mood, film still promotional image, photo still of interior, stressed out, chillhop, faceless, hotel, white pillows, vektroid, movie screenshot","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0332.png,"there is a person laying in bed with a flashlight on their feet, 8k octane unreal render, in a futuristic spaceship, sheet, by emmanuel lubezki, by Nicholas Marsicano, by Paul Kelpe, by Sohrab Sepehri, white bed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0059.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, capsule hotel, houdini rendering, passengers, by Jacob Koninck, white pillows, inspired by James C. Christensen, terrence malick screenshots","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0088.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, anamorphic cinematography, passengers, connected with glowing tubes 8 k, capsule hotel, by Slobodan Pejić, white pillows, elysium, 8k scan, inspired by Edi Rama, aspect ratio 1:3, marc newson","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0216.png,"there is a person laying in bed with a white sheet, inspired by Mike Winkelmann, anamorphic lenses. high quality, 3 dmax, greg rutkowski and mario testino, capsule hotel, by Niels Lergaard, cinematic post-processing, hyperreal - h 6 4 0, artificial fog","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0101.png,"there is a person laying in bed with a sheet covering them, stunning sci-fi concept art, passengers, glowing leds, 3 dmax, future inflatable jacket, still from l'estate, high detail airplane cabin, anamorphic lenses, render of futuristic supercar, insomnia, by Cedric Seaut (Keos Masons), still frame from a movie, inside airplane","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0398.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, 2 4 mm anamorphic lens, justin sun, peter chung + moebius + loish, futuristic astronaut, anamorphic 50mm lens, cozy bed, dreamscape architect, by Joseph Henderson, insomnia, inspired by Diego Gisbert Llorens","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0349.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a space ship, sheet, by William Berra, 2 4 mm wide angle anamorphic, by Victor Surbek, 8k h 768, flowing silk sheets, from arknights, anamorphic illustration, white bed, space odyssey 2 0 0 1 ( film )","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0211.png,"there is a woman laying in bed with a white sheet, inspired by Mike Winkelmann, anamorphic lenses. high quality, 3 dmax, super detailed painting, interior of a tent, by Stanley Twardowicz, master study, flares anamorphic, hiroya oku painterly, (mist)","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0106.png,"there is a person laying in bed with a sheet on it, stunning sci-fi concept art, passengers, future inflatable jacket, anamorphic wide angle lens, connected with glowing tubes 8 k, inspired by Jean Baptiste Debret, capsule hotel, owen gent, screenshot from a movie, by Jacob Toorenvliet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0022.png,"there is a woman laying in bed with a sheet on it, arri alfa anamorphic lens, luxury hd render, wanderlust, :: morning, animatic, claustrophobia, tilted 35° frame, pillows, inspired by Eric Zener, by Nathan Oliveira, early morning mood, film screenshot, hyperrealistic matte painting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0335.png,"there is a person laying in bed with a pair of scissors, 8k octane unreal render, claustrophobic and futuristic, bed, style of denis villeneuve, anamorphic widescreen, large comfy bed, 8 k frostbite 3 engine, capsule hotel, by Paul Kelpe, anamorphic, flowing silk sheets, radiosity rendering","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0050.png,"there is a person laying in bed under a blanket under a lamp, stunning sci-fi concept art, 2 4 mm anamorphic lens, passengers, by Cedric Seaut (Keos Masons), peter guthrie, white pillows, solarpunk style, by Sam Charles, elysium, 2049, beds, styleframe, arrival ( film ), panfuturism, brom redshift","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0396.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, 2 4 mm anamorphic lens, justin sun, peter chung + moebius + loish, futuristic astronaut, anamorphic 50mm lens, high res eautiful lighting, by Thomas Doughty, flowing silk sheets, claustrophobic and futuristic","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0431.png,"there is a bed with a white sheet and a light coming from it, cinematic lighting 8k, tuomas korpi and wlop, anamorphic, fog bionic vogue, 8k uhd official screenshot, un made bed, still from a music video, 8k image quality, cgsociety, trending at cgstation","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0347.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a space ship, sheet, by James Paick, bed, from arknights, still from the movie the arrival, anamorphic widescreen, by Paul Kelpe, by Tibor Czorba, 8k comic art","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0081.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, anamorphic 24 mm lens, gits, vfx, humans sleeping in healing pods, 2 0 1 5 cinematography, luxurious suit, vektroid, white bed, passengers, 2003 cinematography, cozy bed, by Victor Mosquera, sheet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0108.png,"there is a person laying in bed with a white sheet, stunning sci-fi concept art, passengers, anamorphic 24 mm lens, 3 dmax, future inflatable jacket, softly glowing control panels, futurist, super realistic painting style, screenshot from a movie","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0263.png,"there is a cat that is laying on a bed in the dark, daniel maidman octane rendering, anamorphic, by Niels Lergaard, sheet, portrait of an ai astronaut, cinematic morning light, radiosity rendering, artificial fog, lovers melting into bed, shelter, flowing silk sheets, glowing interior lighting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0174.png,"there is a person laying in bed with a white sheet, inspired by Mike Winkelmann, matte painting arcane dota pixar, tent, anamorphic wide angle lens, inspired by Satoshi Kon, future inflatable jacket, created in unreal engine 5, by Jacob Toorenvliet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0264.png,"there is a cat that is laying on a bed in the dark, daniel maidman octane rendering, 8k cleaning future, cozy bed, futuristic and ethereal, by Niels Lergaard, movie still of a tired, anamorphic, sheet, inspired by Hsiao-Ron Cheng, by Mandy Jurgens, anamorphic 80mm lens","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0173.png,"there is a person laying in bed with a white sheet, inspired by Mike Winkelmann, matte painting arcane dota pixar, tent, from a 2 0 1 9 sci fi 8 k movie, anamorphic widescreen, volumetric fog light, creepy astronaut, anamorphic shot lens, future inflatable jacket, makoto shinkai and tom bagshaw, atmospheric fog and lighting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0057.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, 3 dmax, high detail airplane cabin, graded with davinci resolve, capsule hotel, by Jacob Koninck, terrence malick screenshots, cozy bed, g cgsociety, futuristic chrome vehicle","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0391.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, anamorphic 24 mm lens, justin sun, claustrophobic and futuristic, trending on artstattion, flowing silk sheets, inspired by Jakub Husnik, dribbble 8k, anamorphic, insomnia","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0340.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a spaceship, sheet, by Edmund Greacen, shot on anamorphic lenses, by Paul Kelpe, illustration 8 k, soft light atmosphere, 2049, beds, bloom lighting, capsule hotel, 8k h 768","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0086.png,"there is a person laying in bed under a blanket under a lamp, stunning sci-fi concept art, passengers, japanese vfx, bed, panoramic anamorphic, interconnected human lifeforms, future inflatable jacket, still from the matrix, white bed, anamorphic 24 mm lens, humans sleeping in healing pods","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0218.png,"there is a person laying in bed with a white sheet, 2 0 2 1 cinematic 4 k framegrab, moebius and android jones, fog. 3 d, capsule hotel, by Huang Ding, inspired by Hans Bellmer, hexagon lens flares, parachutes, by Mandy Jurgens, 4 k editorial photograph, hyperreal - h 6 4 0, movie still 8 k","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0162.png,"there is a man laying in bed with a mask on, inspired by Mike Winkelmann, illuminating fog, super detailed painting, tent, from a 2 0 1 9 sci fi 8 k movie, inspired by Jeremy Geddes, panoramic anamorphic, anamorphic lenses. high quality, sheet, ( ( cyberpunk ) ), 64 bit realistic painting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0275.png,"there is a cat that is laying on a bed in the dark, inspired by Mike Winkelmann, anamorphic widescreen, sci - fi interior, 8k hdr morning light, interior of a tent, by Cedric Seaut (Keos Masons), 2 0 2 1 cinematic 4 k framegrab, capsule hotel, by Steven James Petruccio, trending at cgstation","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0209.png,"there is a person laying in bed with a white sheet, unreal engine art, anamorphic illustration, by Stanley Twardowicz, inspired by Jakob Gauermann, volumetric haze, ultradetailed digital painting, arrival ( film ), trending on artstattion, anamorphic 24 mm lens","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0351.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a space ship, sheet, by James Paick, bed, from arknights, still from the movie the arrival, panoramic anamorphic, polycount, 8k --height 768, flowing silk sheets, by Victor Mosquera, anamorphic illustration, trending at cgstation","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0097.png,"there is a person laying in bed under a blanket under a lamp, stunning sci-fi concept art, passengers, 3d rendering!, future inflatable jacket, shot on anamorphic lenses, owen gent, bed on the right, high detail airplane cabin, glowing leds","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0046.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, capsule hotel, houdini rendering, passengers, by Jacob Koninck, white pillows, inspired by James C. Christensen, terrence malick screenshots","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0380.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, anamorphic 24 mm lens, trending on artstattion, space ship gribble, flowing silk sheets, by Alexander Kanoldt, inspired by Jakub Husnik, insomnia, unreal engine - h 7 6 8, sheet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0427.png,"there is a bed with a white sheet and a light shining through it, cinematic cgsociety, shot on anamorphic lenses, 3 dmax, realistic illustrative painting, claustrophobic and futuristic, insomnia, 8k film, by Jacob Toorenvliet, ( ( unreal engine ) )","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0119.png,"there is a person laying in bed with a sheet covering them, stunning sci-fi concept art, anamorphic 24 mm lens, justin sun, of a family leaving a spaceship, future inflatable jacket, super realistic painting style, soft glowing windows, by Cedric Seaut (Keos Masons), anamorphic flares, friendly humanoid insect robot, passengers, bed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0356.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a spaceship, sheet, by William Berra, shot on anamorphic lenses, by Paul Kelpe, by Ejler Bille, flowing fabric","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0090.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, panoramic anamorphic, passengers, connected with glowing tubes 8 k, inspired by Emanuel de Witte, white pillows, by Nathan Oliveira, cyber future jacket, no two rooms are identical. 4k, motel","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0041.png,"there is a person laying in bed under a blanket under a lamp, stunning sci-fi concept art, 2 4 mm leica anamorphic lens, high detail airplane cabin, brom redshift, interconnected human lifeforms, movie screenshot, white bed, passengers, cyber future jacket, beds, denis villeneuve film look","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0420.png,"there is a bed with a white sheet and a light coming from it, cinematic cgsociety, shot on anamorphic lenses, 3 dmax, fog bionic vogue, amazing 8k character concept art, cozy bed, lighting path traced, by Jacob Toorenvliet, futuristic dystrophia, 2 4 mm anamorphic lens, trending at cgstation","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0387.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, shot on anamorphic lenses, sifi, trending on artstattion, by William Berra, lonely astronaut, flowing silk sheets, crisp 8 k line work, anamorphic 5 0 mm lens, 2049","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0165.png,"there is a woman laying in bed with a sheet covering her face, inspired by Mike Winkelmann, sharp. volumetric lighting, tent, detailed realism in painting, anamorphic widescreen, inspired by Lois van Baarle, from a 2 0 1 9 sci fi 8 k movie, aspect ratio 16:9, covered in transparent cloth, bed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0272.png,"there is a cat that is laying on a bed in the dark, inspired by Mike Winkelmann, anamorphic, cinematic lighting h 704, humans sleeping in healing pods, high dynamic range color, peter guthrie, unreal engine. film still, computer cgi, interior of a tent, by Victor Mosquera, blizzard sharp dynamic lights, white bed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0117.png,"there is a person laying in bed with a sheet covering them, stunning sci-fi concept art, anamorphic 24 mm lens, passengers, glowing interior lighting, peter guthrie, award winning cinematography, quality astral projection render, future inflatable jacket, by Cedric Seaut (Keos Masons)","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0200.png,"there is a person laying in bed with a mask on, cgsociety 4k”, still from a music video, interior of a tent, yun ling, bed, photorealistic oil on canvas, james gilleard and james jean, volumetric haze, inspired by Gottfried Helnwein, projection mapping","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0358.png,"there is a person laying in bed with a light shining through the curtains, cgsociety 4k”, shot on anamorphic lenses, wearing futuristic white suit, 8 k highly detailed ❤🔥 🔥 💀 🤖 🚀, interior of a tent, flowing silk sheets, by Daniel Taylor, capsule hotel, well rendered.:1, bed, wlop. scifi, 4k trending at artstation hq","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0389.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, 2 4 mm anamorphic lens, justin sun, futuristic astronaut, peter chung + moebius + loish, by Niels Lergaard, anamorphic 50mm lens, cozy bed, unreal 5 engine, volumetric hazy lighting, in style of brad rigney","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0324.png,"there is a person laying in bed with a light shining on them, 8k octane unreal render, high tech space ship interior, anamorphic cinematography, by Paul Kelpe, illustration 8 k, ash thorp, 8k --height 768, akihiko yoshida 8 k, trending at cgstation, 8 k - n 9","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0033.png,"there is a person laying in bed under a blanket with a remote, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, capsule hotel, 2 0 1 5 cinematography, behance contest winner, futuristic cloning facility, high definition cgsociety, cozy bed, cinematic. white, humans sleeping in healing pods, by Jacob Toorenvliet, futuristic art style","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0323.png,"there is a person laying in bed with a light shining on them, 8k octane unreal render, high tech space ship interior, anamorphic cinematography, by Paul Kelpe, illustration 8 k, ash thorp, 8k --height 768, akihiko yoshida 8 k, trending at cgstation","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0034.png,"there is a person laying in bed with a blanket and a remote, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, beds, still shot from movie, capsule hotel, cgsociety concept art, by Theo Constanté, crowd of androids, cinematic post-processing, salvia droid, future inflatable jacket","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0110.png,"there is a person laying in bed with a white sheet, stunning sci-fi concept art, passengers, anamorphic lens flares, bed, future inflatable jacket, super detailed painting, still from l'estate, rendering, luminescent fabrics, atmospheric painting, by Joseph Henderson, featured on vimeo, high detail airplane cabin, 2 0 1 5 cinematography, cushart","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0207.png,"there is a person laying in bed with a mask on, cgsociety 4k”, still from a music video, marton gyula kiss ( kimagu ), style of syd mead, interior of a tent, photorealistic anamorphic lens, white fog painting, in this painting, by Prince Hoare, hand - drawn animation, super detailed color art","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0099.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, passengers, glowing leds, by Stanley Twardowicz, anamorphic film, dreaming of electric sheep, hyper realistic digital painting, white pillows, ( ( cyberpunk ) ), clicks of eyelids, 2030s, insomnia","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0048.png,"there is a person laying in bed under a blanket with a remote control, still frame from prometheus, in style of beeple, high detail airplane cabin, anamorphic 50mm lens, in cyberpunk 2077, capsule hotel, solarpunk style, sleek robes, 2 4 mm anamorphic lens, inspired by Gregorio Lazzarini","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0429.png,"there is a bed with a white sheet and a light shining through it, cinematic cgsociety, shot on anamorphic lenses, 3 dmax, night time low light, inspired by Matthijs Naiveu, vespertine, hyperreal rendering, insomnia, the artist has used bright, by Jack M. Ducker, anamorphic 80mm lens","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0188.png,"there is a person laying in bed with a white sheet, 8k octane rendered, fog bionic vogue, futuristic interior, anamorphic, art of greg rutsowski, sleeping bag, 2018 cinematography, beautiful realistic painting, soft light 8 k, by Cam Sykes, behance favourite, 8k film","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0159.png,"there is a woman laying in bed with a sheet covering her face, inspired by Mike Winkelmann, very realistic. fog, tents, anamorphic wide angle lens, in the bedroom at a sleepover, insanely detailed rendering, super realistic painting style, anamorphic lens flare, gorgeous digital painting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0001.png,"there is a bed with a sheet and a pillow in a room, 2 0 2 1 cinematic 4 k framegrab, car commercial photograph, passengers, morning hour, dreaming bodies, rotoscoped, hyper luxurious, predawn, by Ksenia Milicevic, film concept art, phosphorescent, by Phillip Peter Price, champagne commercial","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0316.png,"there is a person laying in bed with a lamp on, unreal engine 8 k, mandy jurgens golden ratio, anamorphic lens flares, interior of an alien spaceship, large comfy bed, 65mm 1.5x anamorphic lens, trending on unreal engine 5, inspired by Satoshi Kon, flume","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0232.png,"there is a cat that is laying on a bed in the dark, daniel maidman octane rendering, anamorphic, fog bionic vogue, beds, portrait of an ai astronaut, by Niels Lergaard, soft cinematic light, radiosity rendering","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0125.png,"there is a person laying in bed under a blanket, stunning sci-fi concept art, anamorphic film, lighting study, cozy bed, inspired by Emanuel de Witte, claustrophobic and futuristic, 64 bit realistic painting, luminescent fabrics","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0235.png,"there is a cat laying on a bed with a pillow, 2 0 2 1 cinematic 4 k framegrab, ash thorp, fog bionic vogue, interior of a tent, inspired by Jeremy Geddes, capsule hotel, wearing white silk robe, anamorphic illustration, by Steven James Petruccio, 8k rendering","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0122.png,"there is a person laying in bed with a sheet covering them, stunning sci-fi concept art, anamorphic 24 mm lens, owen gent, tron legacy jesus christ, creepy astronaut, cozy bed, future inflatable jacket, super realistic painting style, anamorphic lenses","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0249.png,"there is a cat that is laying on a bed in the dark, inspired by Mike Winkelmann, anamorphic, cinematic morning light, 2 0 2 1 cinematic 4 k framegrab, interior of a tent, art of greg rutsowski, by Patrick Ching, ash thorp, dramatic rendering","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0298.png,"there is a bed with a white sheet and a lamp on it, square enix cinematic art, ash thorp, 2 4 mm leica anamorphic lens, trending at cgstation, interior of a tent, rendered in unreal 5, cinematic luts, sleeping bag, arrival ( film ), flume, spaceship interior","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0006.png,"there is a person laying in bed with a sheet on it, 2 0 2 1 cinematic 4 k framegrab, high detail airplane cabin, automotive design art, 2 4 mm anamorphic lens, by Prince Hoare, early morning mood, by Felipe Seade, highly detailed car, gatson bussiere, white pillows, 6 : 3 0 am, somewhere","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0311.png,"there is a bed with a white sheet and a lamp on it, cinematic smooth unreal engine, pierre pellegrini and ash thorp, rossdraws global illumination, unreal engines, makoto shinkai ( apex legends ), unreal engine 5 highly rendered, trending on unreal engine 5, tent, hibernation capsule close-up","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0415.png,"there is a bed with a white sheet and a light shining through it, cinematic cgsociety, anamorphic illustration, still from a music video, sci-fi magic highly detailed, trending at cgstation, james jean soft light 4 k, hans bellmer and nadav kander, futuristic astronaut, widescreen 8 k, bed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0074.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, gits, by Stanley Twardowicz, capsule hotel, scifi futuristic vehicles, interconnected human lifeforms, movie screenshot, cozy bed, by Jacob Koninck, inspired by Murakami, # sci - fi, v-ray 8k uhd","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0363.png,"there is a person laying in bed with a sheet and a lamp, 8k unreal engine, ash thorp, outer space environment, sheet, bed, inspired by Victor Adame Minguez, by Joseph Delaney, anamorphic widescreen, 3-d 8k, ( ( ( aquarium bed ) ) ) ), cinematic ， - h 7 6 8, beds","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0181.png,"there is a bed with a white sheet and a black lamp, cgsociety contest winner!!, anamorphic lens flares, very realistic. fog, this painting is a large canvas, by Stanley Twardowicz, animated movie scene, behance. high detail, sleeping bag, shot on anamorphic lenses, makoto shinkai. high detail, by Joseph Henderson","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0247.png,"there is a bed with a white sheet and a lamp on it, cgsociety unreal engine, shot on anamorphic lenses, vespertine, 3 dmax, high dynamic range color, claustrophobic and futuristic, by Joseph Henderson, insomnia, very soft diffuses lights, by James Gilleard, beds, 8k comic art, highly detailed soft lighting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0296.png,"there is a bed with a white sheet and a lamp on it, cgsociety unreal engine, 2 4 mm anamorphic lens, tent architecture, 3 dmax, still from a music video, makeup. unreal engine, by Joseph Henderson, space station interior, sleeping bag, trending at cgstation, flume","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0150.png,"there is a woman laying in bed with a sheet covering her face, inspired by Mike Winkelmann, sharp. volumetric lighting, portrait of an ai astronaut, future inflatable jacket, super realistic painting style, anamorphic wide angle lens, by Kieran Yanner, inspired by Stanley Twardowicz","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
